dfYx dfYx 0.575154
dfYx a6p0 0.040880
dfYx ZeTq 0.019036
dfYx 5a8a 0.016944
dfYx 9Lfk 0.033119
dfYx 3KCX 0.028642
dfYx JAWm 0.033708
dfYx NLcJ 0.041370
dfYx OHk1 0.004864
dfYx HMNx 0.036363
dfYx R6Lb 0.050190
dfYx hfMw 0.028013
dfYx 61Tq 0.022137
dfYx K7SR 0.038568
dfYx wh2g 0.031013
a6p0 dfYx 0.021725
a6p0 a6p0 0.549603
a6p0 ZeTq 0.034901
a6p0 5a8a 0.032582
a6p0 9Lfk 0.034863
a6p0 3KCX 0.029895
a6p0 JAWm 0.034811
a6p0 NLcJ 0.010650
a6p0 OHk1 0.039416
a6p0 HMNx 0.016752
a6p0 R6Lb 0.049862
a6p0 hfMw 0.041268
a6p0 61Tq 0.047656
a6p0 K7SR 0.023596
a6p0 wh2g 0.032420
ZeTq dfYx 0.046525
ZeTq a6p0 0.017443
ZeTq ZeTq 0.567906
ZeTq 5a8a 0.014849
ZeTq 9Lfk 0.019809
ZeTq 3KCX 0.035678
ZeTq JAWm 0.042798
ZeTq NLcJ 0.049842
ZeTq OHk1 0.038149
ZeTq HMNx 0.015355
ZeTq R6Lb 0.049902
ZeTq hfMw 0.010364
ZeTq 61Tq 0.043666
ZeTq K7SR 0.007341
ZeTq wh2g 0.040375
5a8a dfYx 0.054224
5a8a a6p0 0.011014
5a8a ZeTq 0.002565
5a8a 5a8a 0.599148
5a8a 9Lfk 0.056070
5a8a 3KCX 0.042385
5a8a JAWm 0.030088
5a8a NLcJ 0.045383
5a8a OHk1 0.029592
5a8a HMNx 0.021542
5a8a R6Lb 0.005627
5a8a hfMw 0.051252
5a8a 61Tq 0.029355
5a8a K7SR 0.020241
5a8a wh2g 0.001515
9Lfk dfYx 0.016624
9Lfk a6p0 0.054547
9Lfk ZeTq 0.041018
9Lfk 5a8a 0.030555
9Lfk 9Lfk 0.604767
9Lfk 3KCX 0.036172
9Lfk JAWm 0.050526
9Lfk NLcJ 0.003510
9Lfk OHk1 0.009345
9Lfk HMNx 0.007424
9Lfk R6Lb 0.037162
9Lfk hfMw 0.021639
9Lfk 61Tq 0.033974
9Lfk K7SR 0.022166
9Lfk wh2g 0.030570
3KCX dfYx 0.013670
3KCX a6p0 0.031391
3KCX ZeTq 0.042730
3KCX 5a8a 0.015319
3KCX 9Lfk 0.043583
3KCX 3KCX 0.603870
3KCX JAWm 0.031094
3KCX NLcJ 0.039680
3KCX OHk1 0.055976
3KCX HMNx 0.002422
3KCX R6Lb 0.004568
3KCX hfMw 0.018261
3KCX 61Tq 0.040545
3KCX K7SR 0.019543
3KCX wh2g 0.037348
JAWm dfYx 0.047202
JAWm a6p0 0.030791
JAWm ZeTq 0.001784
JAWm 5a8a 0.049148
JAWm 9Lfk 0.039554
JAWm 3KCX 0.017631
JAWm JAWm 0.560105
JAWm NLcJ 0.014127
JAWm OHk1 0.022542
JAWm HMNx 0.045655
JAWm R6Lb 0.045828
JAWm hfMw 0.030678
JAWm 61Tq 0.021123
JAWm K7SR 0.029569
JAWm wh2g 0.044261
