(1, 1, 0, 0, 978207.80078) 0.14554366148667722
(0, 0, 0, 0, 1000000) 1.0
(2, 2, 0, 0, 955329.3515600001) 0.0190856139290755
(3, 3, 0, 0, 932190.5312500001) 0.0030220355010121456
(4, 4, 0, 0, 909128.1308600002) 0.0004213061771997092
(5, 5, 0, 0, 885800.6699200001) 6.11163905338169e-05
(5, 4, 1, 0, 902492.8510750001) 7.43450209717913e-05
(5, 4, 0, 1, 907770.4261480002) 6.543813277996094e-05
(5, 3, 0, 0, 932455.5918000002) 5.5909012495499437e-05
(5, 4, 0, 0, 909128.1308600002) 0.00016449762041864064
(4, 3, 1, 0, 925606.0112300001) 0.000413653806380003
(5, 4, 1, 0, 902278.55029) 5.771375161943418e-05
(5, 3, 2, 0, 918970.731445) 6.80847178549229e-05
(5, 3, 1, 1, 924248.3065180001) 6.94103481262268e-05
(5, 2, 1, 0, 948933.4721700001) 5.244705356393273e-05
(5, 3, 0, 0, 932241.2910150001) 6.0194098160561195e-05
(5, 3, 1, 0, 925606.0112300001) 0.00010580383705492525
(4, 3, 0, 1, 930839.7978520001) 0.0005196294070837363
(5, 4, 0, 1, 907512.3369120001) 6.560780989036438e-05
(5, 3, 1, 1, 924204.5180670001) 6.759293738812117e-05
(5, 3, 0, 2, 929482.0931400001) 0.00010098834907990897
(5, 2, 0, 1, 954167.2587920001) 6.227073796933508e-05
(5, 3, 0, 1, 930839.7978520001) 0.00015411154633185615
(5, 3, 0, 0, 932197.5025640001) 6.905802642415054e-05
(4, 2, 0, 0, 955252.9316400001) 0.0004377106004560699
(5, 3, 0, 0, 931925.4707000001) 6.930754120161861e-05
(5, 2, 1, 0, 948617.6518550001) 6.040952389325027e-05
(5, 2, 0, 1, 953895.2269280001) 7.460085052629676e-05
(5, 1, 0, 0, 978580.3925800001) 6.572571920882227e-05
(5, 2, 0, 0, 955252.9316400001) 0.000167666965626082
(4, 3, 0, 0, 932190.5312500001) 0.0012297355098926273
(5, 4, 0, 0, 908863.0703100001) 0.00017143913976724515
(5, 3, 1, 0, 925555.2514650001) 0.0001683252146896916
(5, 3, 0, 1, 930832.8265380001) 0.00021144911555847197
(5, 2, 0, 0, 955517.9921900001) 0.00017811447557680094
(5, 3, 0, 0, 932190.5312500001) 0.0005004075643004176
(3, 2, 1, 0, 948749.8613260001) 0.002634052840997052
(4, 3, 1, 0, 925687.4609360001) 0.00039345201035925764
(5, 4, 1, 0, 902359.9999960001) 5.48951593090888e-05
(5, 3, 2, 0, 919052.1811510001) 6.475963402631766e-05
(5, 3, 1, 1, 924329.7562240001) 6.602052389894332e-05
(5, 2, 1, 0, 949014.9218760001) 4.9885673342970026e-05
(5, 3, 0, 0, 932322.7407210001) 5.725437205642068e-05
(5, 3, 1, 0, 925687.4609360001) 0.00010063664772551719
(4, 2, 2, 0, 942165.341306) 0.0004180484938806366
(5, 3, 2, 0, 918837.880366) 5.796403692176326e-05
(5, 2, 3, 0, 935530.061521) 6.430607437823376e-05
(5, 2, 2, 1, 940807.636594) 7.579247144372964e-05
(5, 1, 2, 0, 965492.802246) 5.761790483607512e-05
(5, 2, 1, 0, 948800.621091) 4.884878014810326e-05
(5, 2, 2, 0, 942165.341306) 0.00011351922615273155
(4, 2, 1, 1, 947399.1279280001) 0.0004746831423377004
(5, 3, 1, 1, 924071.666988) 6.588756045794842e-05
(5, 2, 2, 1, 940763.848143) 8.732074239987038e-05
(5, 2, 1, 2, 946041.4232160001) 8.360812955170825e-05
(5, 1, 1, 1, 970726.5888680001) 5.9979396005716096e-05
(5, 2, 0, 1, 954034.4077130001) 6.130211576149986e-05
(5, 2, 1, 0, 948756.83264) 6.201816934725814e-05
(5, 2, 1, 1, 947399.1279280001) 5.456702881369928e-05
(4, 1, 1, 0, 971812.261716) 0.00035004541076256296
(5, 2, 1, 0, 948484.800776) 4.368238099105119e-05
(5, 1, 2, 0, 965176.981931) 5.954170090475025e-05
(5, 1, 1, 1, 970454.5570040001) 5.302501186301212e-05
(5, 0, 1, 0, 995139.722656) 5.368968614266666e-05
(5, 1, 0, 0, 978447.541501) 5.084583848147923e-05
(5, 1, 1, 0, 971812.261716) 8.92607923796035e-05
(4, 2, 0, 0, 955334.3813460001) 0.00034988529736061636
(5, 3, 0, 0, 932006.9204060001) 5.5401193476682274e-05
(5, 2, 1, 0, 948699.1015610001) 4.82885363269251e-05
(5, 2, 0, 1, 953976.6766340001) 5.963241635581063e-05
(5, 1, 0, 0, 978661.8422860001) 5.2538053192356164e-05
(5, 2, 0, 0, 955334.3813460001) 0.0001340250980088422
(4, 2, 1, 0, 948749.8613260001) 0.0006479384862962778
(5, 3, 1, 0, 925422.400386) 9.678344187123699e-05
(5, 2, 2, 0, 942114.581541) 0.00010283381719135436
(5, 2, 1, 1, 947392.1566140001) 0.00011676511265439507
(5, 1, 1, 0, 972077.3222660001) 8.610605302003039e-05
(5, 2, 0, 0, 955385.1411110001) 8.60666674641758e-05
(5, 2, 1, 0, 948749.8613260001) 0.00015938339409508515
(3, 2, 0, 1, 953972.190793) 0.003252841101956511
(4, 3, 0, 1, 930909.7904030001) 0.0005124878276196647
(5, 4, 0, 1, 907582.3294630001) 6.470612230030805e-05
(5, 3, 1, 1, 924274.5106180001) 6.666396699694103e-05
(5, 3, 0, 2, 929552.0856910001) 9.96004054607301e-05
(5, 2, 0, 1, 954237.2513430001) 6.14149137657162e-05
(5, 3, 0, 1, 930909.7904030001) 0.00015199349866277465
(5, 3, 0, 0, 932267.495115) 6.810892043319466e-05
(4, 2, 1, 1, 947387.670773) 0.00044496499262513167
(5, 3, 1, 1, 924060.209833) 6.176258484528546e-05
(5, 2, 2, 1, 940752.390988) 8.185391481700702e-05
(5, 2, 1, 2, 946029.966061) 7.837373487957167e-05
(5, 1, 1, 1, 970715.131713) 5.622430864072342e-05
(5, 2, 0, 1, 954022.950558) 5.746421782199096e-05
(5, 2, 1, 0, 948745.375485) 5.8135441950442224e-05
(5, 2, 1, 1, 947387.670773) 5.115078967011094e-05
(4, 2, 0, 2, 952621.457395) 0.0005794173939705133
(5, 3, 0, 2, 929293.996455) 9.12979362177309e-05
(5, 2, 1, 2, 945986.17761) 7.389925146198155e-05
(5, 2, 0, 3, 951263.752683) 9.811517597209495e-05
(5, 1, 0, 2, 975948.918335) 7.354903879935403e-05
(5, 2, 0, 2, 952621.457395) 0.00016375308164353404
(5, 2, 0, 1, 953979.162107) 7.880290987581787e-05
(4, 1, 0, 1, 977034.591183) 0.000455654643383758
(5, 2, 0, 1, 953707.130243) 5.886931945819095e-05
(5, 1, 1, 1, 970399.311398) 6.244996665335266e-05
(5, 1, 0, 2, 975676.886471) 7.553715089745307e-05
(5, 0, 0, 1, 1000362.052123) 7.308806875569735e-05
(5, 1, 0, 1, 977034.591183) 0.00012089379597727851
(5, 1, 0, 0, 978392.295895) 6.481634164178548e-05
(4, 2, 0, 1, 953972.190793) 0.0008162498214015703
(5, 3, 0, 1, 930644.729853) 0.00012860083989759628
(5, 2, 1, 1, 947336.911008) 0.000111657035919079
(5, 2, 0, 2, 952614.4860810001) 0.0001453957723483407
(5, 1, 0, 1, 977299.6517330001) 0.00011433943731806704
(5, 2, 0, 1, 953972.190793) 0.0002048251820654112
(5, 2, 0, 0, 955329.895505) 0.00011143155385307584
(4, 2, 0, 0, 955322.924191) 0.0004440664229558731
(5, 3, 0, 0, 931995.463251) 7.031392859391914e-05
(5, 2, 1, 0, 948687.644406) 6.128670669568425e-05
(5, 2, 0, 1, 953965.2194790001) 7.56840999696172e-05
(5, 1, 0, 0, 978650.3851310001) 6.668009638069774e-05
(5, 2, 0, 0, 955322.924191) 0.00017010159131595473
(3, 1, 0, 0, 978468.1718700001) 0.0028658563460043523
(4, 2, 0, 0, 955405.7714800001) 0.0003758090681333924
(5, 3, 0, 0, 932078.3105400001) 5.9505989680071944e-05
(5, 2, 1, 0, 948770.4916950001) 5.186634012758569e-05
(5, 2, 0, 1, 954048.0667680001) 6.405071316306819e-05
(5, 1, 0, 0, 978733.2324200001) 5.643071303854226e-05
(5, 2, 0, 0, 955405.7714800001) 0.0001439553121241243
(4, 1, 1, 0, 971883.65185) 0.0003915191984538923
(5, 2, 1, 0, 948556.19091) 4.885792033358376e-05
(5, 1, 2, 0, 965248.372065) 6.659627092960701e-05
(5, 1, 1, 1, 970525.947138) 5.9307476985311566e-05
(5, 0, 1, 0, 995211.11279) 6.005090264724598e-05
(5, 1, 0, 0, 978518.931635) 5.6870112605155366e-05
(5, 1, 1, 0, 971883.65185) 9.983651495298861e-05
(4, 1, 0, 1, 977117.4384720001) 0.00048445540209521575
(5, 2, 0, 1, 953789.977532) 6.259029781283294e-05
(5, 1, 1, 1, 970482.158687) 6.639726851285984e-05
(5, 1, 0, 2, 975759.7337600001) 8.031166003137242e-05
(5, 0, 0, 1, 1000444.8994120001) 7.770777770299852e-05
(5, 1, 0, 1, 977117.4384720001) 0.00012853518205379735
(5, 1, 0, 0, 978475.143184) 6.891321598135469e-05
(4, 0, 0, 0, 1001530.57226) 0.00038717862782745437
(5, 1, 0, 0, 978203.11132) 5.63513951433952e-05
(5, 0, 1, 0, 994895.292475) 5.5931527601119617e-05
(5, 0, 0, 1, 1000172.8675480001) 6.793313308147035e-05
(5, 0, 0, 0, 1001530.57226) 0.0002069625720014692
(4, 1, 0, 0, 978468.1718700001) 0.0012268940494943974
(5, 2, 0, 0, 955140.7109300001) 0.0001608866090171407
(5, 1, 1, 0, 971832.892085) 0.0001676122306394094
(5, 1, 0, 1, 977110.4671580001) 0.00020739889872872688
(5, 0, 0, 0, 1001795.6328100001) 0.0001657540006271439
(5, 1, 0, 0, 978468.1718700001) 0.0005252423104819766
(3, 2, 0, 0, 955329.3515600001) 0.007310828139105437
(4, 3, 0, 0, 932266.9511700001) 0.0011576039555383272
(5, 4, 0, 0, 908939.4902300001) 0.00016138317933583887
(5, 3, 1, 0, 925631.6713850001) 0.00015845190512441047
(5, 3, 0, 1, 930909.2464580002) 0.00019904632386108794
(5, 2, 0, 0, 955594.4121100002) 0.00016766696562608196
(5, 3, 0, 0, 932266.9511700001) 0.0004710555815909079
(4, 2, 1, 0, 948744.83154) 0.0010089854956415686
(5, 3, 1, 0, 925417.3706) 0.0001507135185386934
(5, 2, 2, 0, 942109.551755) 0.00016013530944986745
(5, 2, 1, 1, 947387.1268280001) 0.00018182945998266627
(5, 1, 1, 0, 972072.2924800001) 0.00013408643014983326
(5, 2, 0, 0, 955380.1113250001) 0.00013402509800884216
(5, 2, 1, 0, 948744.83154) 0.000248195679511666
(4, 2, 0, 1, 953978.6181620001) 0.0012460150534635878
(5, 3, 0, 1, 930651.1572220001) 0.00019631071051914287
(5, 2, 1, 1, 947343.3383770001) 0.00017044579236955324
(5, 2, 0, 2, 952620.9134500001) 0.0002219483745122555
(5, 1, 0, 1, 977306.0791020001) 0.00017454050998533396
(5, 2, 0, 1, 953978.6181620001) 0.0003126680747613472
(5, 2, 0, 0, 955336.3228740001) 0.00017010159131595473
