(1, 1, 0, 0, 987602.62012) 0.14285714285714285
(0, 0, 0, 0, 1000000) 1.0
(2, 2, 0, 0, 975184.2002) 0.02040816326530612
(2, 1, 1, 0, 984954.260013) 0.02040816326530612
(2, 1, 0, 1, 987392.2368345) 0.02040816326530612
(2, 0, 0, 0, 1000021.04004) 0.02040816326530612
(2, 1, 0, 0, 987602.62012) 0.061224489795918366
(1, 0, 1, 0, 997351.280029) 0.14285714285714285
(2, 1, 1, 0, 984932.860109) 0.02040816326530612
(2, 0, 2, 0, 994702.919922) 0.02040816326530612
(2, 0, 1, 1, 997140.8967435) 0.02040816326530612
(2, 0, 1, 0, 997351.280029) 0.061224489795918366
(2, 0, 0, 0, 999999.640136) 0.02040816326530612
(1, 0, 0, 1, 999791.3981171) 0.14285714285714285
(2, 1, 0, 1, 987372.9781971) 0.02040816326530612
(2, 0, 1, 1, 997143.0380101) 0.02040816326530612
(2, 0, 0, 2, 999581.0148316) 0.02040816326530612
(2, 0, 0, 1, 999791.3981171) 0.061224489795918366
(2, 0, 0, 0, 1000001.7814026) 0.02040816326530612
(1, 0, 0, 0, 1000000) 0.5714285714285714
(2, 1, 0, 0, 987581.58008) 0.08163265306122448
(2, 0, 1, 0, 997351.639893) 0.08163265306122448
(2, 0, 0, 1, 999789.6167145) 0.08163265306122448
(2, 0, 0, 0, 1000000) 0.326530612244898
