000 000 0.4232450373
000 001 0.2314912629
000 002 0.0000015965
000 010 0.1863267404
000 011 0.0000002753
000 020 0.0000018743
000 100 0.1589225214
000 101 0.0000020239
000 110 0.0000053109
000 200 0.0000033570
001 000 0.0813668790
001 001 0.4072050930
001 002 0.2202457392
001 010 0.0000030418
001 011 0.1720112501
001 020 0.0000011867
001 100 0.0000044456
001 101 0.1191582733
001 110 0.0000017023
001 200 0.0000023891
002 000 0.0922505340
002 001 0.0057721936
002 002 0.2009534915
002 010 0.0499580056
002 011 0.1562487802
002 020 0.0871023927
002 100 0.0707503440
002 101 0.1275201832
002 110 0.0949789557
002 200 0.1144651196
010 000 0.0681201901
010 001 0.0000018341
010 002 0.0000012728
010 010 0.3480712261
010 011 0.1333360174
010 020 0.2224308979
010 100 0.0000027835
010 101 0.0000007447
010 110 0.2280288298
010 200 0.0000062035
011 000 0.0675209679
011 001 0.1273280027
011 002 0.1514250175
011 010 0.1459273643
011 011 0.0354043017
011 020 0.0680248110
011 100 0.0549804678
011 101 0.1415058555
011 110 0.0425188367
011 200 0.1653643749
020 000 0.0207825392
020 001 0.0472301073
020 002 0.1471336273
020 010 0.0166891791
020 011 0.1688225057
020 020 0.1676537317
020 100 0.1187573345
020 101 0.0940024578
020 110 0.0388808475
020 200 0.1800476699
100 000 0.0742473276
100 001 0.0000034321
100 002 0.0000012731
100 010 0.0000027513
100 011 0.0000045139
100 020 0.0000078416
100 100 0.3244570557
100 101 0.1390128458
100 110 0.2892666272
100 200 0.1729963316
101 000 0.0431513664
101 001 0.0080601825
101 002 0.0395802560
101 010 0.1466388659
101 011 0.1767104259
101 020 0.0689107899
101 100 0.0684420402
101 101 0.1221610935
101 110 0.2642876726
101 200 0.0620573070
110 000 0.0593347185
110 001 0.1398395729
110 002 0.0785056556
110 010 0.0697466550
110 011 0.1025796844
110 020 0.2101875788
110 100 0.1213753760
110 101 0.0943983293
110 110 0.0408754391
110 200 0.0831569905
200 000 0.0695846547
200 001 0.0326430661
200 002 0.1621934656
200 010 0.0365332430
200 011 0.0549623541
200 020 0.1758476543
200 100 0.0823552009
200 101 0.1623683716
200 110 0.0013800396
200 200 0.2221319501
