000 000 0.5186418121
000 001 0.1767413797
000 002 0.0000015814
000 003 0.0000067046
000 004 0.0000136530
000 005 0.0000065379
000 010 0.1474510655
000 011 0.0000038457
000 012 0.0000045387
000 013 0.0000137270
000 014 0.0000171879
000 020 0.0000050788
000 021 0.0000092531
000 022 0.0000109395
000 023 0.0000258995
000 030 0.0000087959
000 031 0.0000039380
000 032 0.0000009169
000 040 0.0000021838
000 041 0.0000100336
000 050 0.0000248960
000 100 0.1566942522
000 101 0.0000002242
000 102 0.0000029413
000 103 0.0000084665
000 104 0.0000204932
000 110 0.0000027842
000 111 0.0000038315
000 112 0.0000077991
000 113 0.0000034796
000 120 0.0000009871
000 121 0.0000080575
000 122 0.0000164310
000 130 0.0000122360
000 131 0.0000118404
000 140 0.0000135488
000 200 0.0000074092
000 201 0.0000075597
000 202 0.0000008648
000 203 0.0000210337
000 210 0.0000061671
000 211 0.0000071894
000 212 0.0000149831
000 220 0.0000130258
000 221 0.0000041129
000 230 0.0000127430
000 300 0.0000093083
000 301 0.0000067182
000 302 0.0000099202
000 310 0.0000116809
000 311 0.0000081002
000 320 0.0000013014
000 400 0.0000070925
000 401 0.0000201304
000 410 0.0000108359
000 500 0.0000084822
001 000 0.1184457211
001 001 0.3693285702
001 002 0.1922380093
001 003 0.0000020666
001 004 0.0000067483
001 005 0.0000380676
001 010 0.0000034094
001 011 0.1722551289
001 012 0.0000010062
001 013 0.0000003064
001 014 0.0000260078
001 020 0.0000021585
001 021 0.0000094655
001 022 0.0000054630
001 023 0.0000207237
001 030 0.0000107365
001 031 0.0000115051
001 032 0.0000007074
001 040 0.0000096779
001 041 0.0000209757
001 050 0.0000224832
001 100 0.0000042130
001 101 0.1472046478
001 102 0.0000089694
001 103 0.0000047841
001 104 0.0000236058
001 110 0.0000062383
001 111 0.0000018872
001 112 0.0000142843
001 113 0.0000144817
001 120 0.0000096958
001 121 0.0000111513
001 122 0.0000147638
001 130 0.0000006262
001 131 0.0000192175
001 140 0.0000146110
001 200 0.0000042458
001 201 0.0000100318
001 202 0.0000054235
001 203 0.0000107479
001 210 0.0000001241
001 211 0.0000014009
001 212 0.0000168681
001 220 0.0000055733
001 221 0.0000127170
001 230 0.0000152159
001 300 0.0000056019
001 301 0.0000043609
001 302 0.0000101476
001 310 0.0000131660
001 311 0.0000137062
001 320 0.0000005194
001 400 0.0000050787
001 401 0.0000133446
001 410 0.0000222303
001 500 0.0000173809
002 000 0.0000070548
002 001 0.0986937865
002 002 0.3785194700
002 003 0.2310978481
002 004 0.0000478958
002 005 0.0000825935
002 010 0.0000098610
002 011 0.0000179159
002 012 0.1452140682
002 013 0.0000426840
002 014 0.0000422982
002 020 0.0000131309
002 021 0.0000170779
002 022 0.0000248331
002 023 0.0000573221
002 030 0.0000105964
002 031 0.0000234573
002 032 0.0000588960
002 040 0.0000454680
002 041 0.0000458120
002 050 0.0000521264
002 100 0.0000054157
002 101 0.0000061646
002 102 0.1451627473
002 103 0.0000165424
002 104 0.0000324760
002 110 0.0000189865
002 111 0.0000220830
002 112 0.0000120086
002 113 0.0000280159
002 120 0.0000140089
002 121 0.0000110454
002 122 0.0000052734
002 130 0.0000052358
002 131 0.0000204618
002 140 0.0000198849
002 200 0.0000033739
002 201 0.0000027533
002 202 0.0000031866
002 203 0.0000234047
002 210 0.0000057954
002 211 0.0000241642
002 212 0.0000242263
002 220 0.0000324387
002 221 0.0000198201
002 230 0.0000736837
002 300 0.0000047103
002 301 0.0000077803
002 302 0.0000090642
002 310 0.0000006398
002 311 0.0000291878
002 320 0.0000326590
002 400 0.0000220608
002 401 0.0000696127
002 410 0.0000510097
002 500 0.0000558824
003 000 0.0000351840
003 001 0.0000105701
003 002 0.0806761504
003 003 0.3293297274
003 004 0.2774753623
003 005 0.0000775564
003 010 0.0000291772
003 011 0.0000498788
003 012 0.0000548070
003 013 0.1716065474
003 014 0.0001056159
003 020 0.0000036584
003 021 0.0000671097
003 022 0.0000566634
003 023 0.0001202160
003 030 0.0000723584
003 031 0.0000129376
003 032 0.0001555741
003 040 0.0000224080
003 041 0.0000275046
003 050 0.0000159161
003 100 0.0000420580
003 101 0.0000386231
003 102 0.0000435875
003 103 0.1376354570
003 104 0.0000196017
003 110 0.0000026006
003 111 0.0000264507
003 112 0.0000905063
003 113 0.0001231730
003 120 0.0000353531
003 121 0.0000805808
003 122 0.0000150847
003 130 0.0001133416
003 131 0.0001488502
003 140 0.0001334823
003 200 0.0000359288
003 201 0.0000470901
003 202 0.0001101090
003 203 0.0000328463
003 210 0.0000007313
003 211 0.0000432121
003 212 0.0000078795
003 220 0.0000829811
003 221 0.0000644808
003 230 0.0001430691
003 300 0.0000677056
003 301 0.0000535073
003 302 0.0000578058
003 310 0.0000366948
003 311 0.0000148983
003 320 0.0001440156
003 400 0.0000205830
003 401 0.0002021732
003 410 0.0001119529
003 500 0.0001686616
004 000 0.0000593753
004 001 0.0002204654
004 002 0.0001914841
004 003 0.0557011491
004 004 0.3592968465
004 005 0.2530359499
004 010 0.0002017360
004 011 0.0002164787
004 012 0.0000403438
004 013 0.0003809078
004 014 0.1650463713
004 020 0.0000476571
004 021 0.0002460420
004 022 0.0003917124
004 023 0.0010789117
004 030 0.0000605363
004 031 0.0005807865
004 032 0.0006149511
004 040 0.0007625789
004 041 0.0000064072
004 050 0.0005432351
004 100 0.0000228028
004 101 0.0000998590
004 102 0.0000426657
004 103 0.0001491159
004 104 0.1487068104
004 110 0.0003341948
004 111 0.0002517934
004 112 0.0005537210
004 113 0.0002862740
004 120 0.0002413523
004 121 0.0000154997
004 122 0.0000219488
004 130 0.0002921116
004 131 0.0006707894
004 140 0.0000325878
004 200 0.0002133684
004 201 0.0002345141
004 202 0.0001444581
004 203 0.0003072010
004 210 0.0004193046
004 211 0.0002016466
004 212 0.0007130448
004 220 0.0005575009
004 221 0.0000566827
004 230 0.0004977157
004 300 0.0003216001
004 301 0.0000622028
004 302 0.0008867330
004 310 0.0004477798
004 311 0.0005166314
004 320 0.0008163973
004 400 0.0006431080
004 401 0.0002472504
004 410 0.0009640971
004 500 0.0013033102
005 000 0.0007876735
005 001 0.0051108078
005 002 0.0130108692
005 003 0.0078064056
005 004 0.0271044725
005 005 0.0078123051
005 010 0.0088803189
005 011 0.0070970385
005 012 0.0068488992
005 013 0.0097002022
005 014 0.0020571635
005 020 0.0080685481
005 021 0.0135875819
005 022 0.0269633343
005 023 0.0045227746
005 030 0.0175785920
005 031 0.0240775743
005 032 0.0491742257
005 040 0.0072491096
005 041 0.0580956869
005 050 0.0395761683
005 100 0.0098562580
005 101 0.0041784169
005 102 0.0051204946
005 103 0.0251096980
005 104 0.0004647683
005 110 0.0056715616
