8neS 8neS 0.040910
8neS tsuo 0.030389
8neS m5KI 0.031722
8neS GuBK 0.000000
8neS g8sg 0.000009
8neS on8x 0.000059
8neS MVEE 0.000000
8neS JKMa 0.000014
8neS p574 0.039518
8neS Fm4U 0.023078
8neS JMI7 0.000000
8neS BIi5 0.011320
8neS YSRi 0.001015
8neS ndZX 0.007743
8neS 68px 0.000000
8neS N6EB 0.000239
8neS f9wg 0.025140
8neS 3cGk 0.000000
8neS dlUN 0.004816
8neS qTbn 0.040621
8neS uABm 0.026756
8neS ak0G 0.000012
8neS cCeG 0.040602
8neS 0pIY 0.011791
8neS r1mO 0.000045
8neS O9qT 0.000000
8neS vCVI 0.000040
8neS CVdv 0.009462
8neS ijGx 0.001087
8neS ja7V 0.024699
8neS 4XeH 0.000727
8neS heSP 0.000150
8neS b5v3 0.000243
8neS dMfX 0.000142
8neS itDx 0.000000
8neS FSJq 0.002496
8neS RcyH 0.000011
8neS ZhWE 0.000000
8neS niGR 0.000762
8neS FSQW 0.037574
8neS jreo 0.035262
8neS DAHt 0.002808
8neS vHV8 0.038235
8neS BVJq 0.000090
8neS 7cp6 0.000000
8neS 7T4O 0.003819
8neS wZ5j 0.000000
8neS 7ZwV 0.034310
8neS XjeS 0.002618
8neS Hn4f 0.040604
8neS 8bsF 0.015426
8neS 7cJe 0.000064
8neS SV8e 0.000008
8neS ebuE 0.010785
8neS AekD 0.017006
8neS 2iAw 0.000000
8neS USmL 0.000033
8neS kaLs 0.040621
8neS ZoOx 0.031337
8neS xZ5C 0.038203
8neS VBny 0.001122
8neS g1oh 0.000000
8neS 0l47 0.000281
8neS 4RZI 0.000000
8neS WyyG 0.039387
8neS gpd9 0.016321
8neS YuNC 0.000440
8neS yKF3 0.000000
8neS l1ZO 0.000227
8neS 4hbh 0.038255
8neS SZ78 0.000001
8neS pHSs 0.000000
8neS 85Jt 0.024222
8neS nc8O 0.037614
8neS oP0f 0.040174
8neS kuYh 0.019053
8neS PYfZ 0.021998
8neS UEd1 0.000001
8neS DOnx 0.000012
8neS ptvM 0.036472
tsuo 8neS 0.000127
tsuo tsuo 0.064426
tsuo m5KI 0.000043
tsuo GuBK 0.060088
tsuo g8sg 0.000000
tsuo on8x 0.005433
tsuo MVEE 0.000000
tsuo JKMa 0.000228
tsuo p574 0.000000
tsuo Fm4U 0.000000
tsuo JMI7 0.001023
tsuo BIi5 0.000000
tsuo YSRi 0.000000
tsuo ndZX 0.001577
tsuo 68px 0.024576
tsuo N6EB 0.000000
tsuo f9wg 0.005059
tsuo 3cGk 0.000636
tsuo dlUN 0.000215
tsuo qTbn 0.000000
tsuo uABm 0.051370
tsuo ak0G 0.064426
tsuo cCeG 0.016955
tsuo 0pIY 0.001017
tsuo r1mO 0.000036
tsuo O9qT 0.005875
tsuo vCVI 0.063200
tsuo CVdv 0.000000
tsuo ijGx 0.000000
tsuo ja7V 0.000001
tsuo 4XeH 0.000000
tsuo heSP 0.000000
tsuo b5v3 0.000000
tsuo dMfX 0.018435
tsuo itDx 0.000000
tsuo FSJq 0.000000
tsuo RcyH 0.038148
tsuo ZhWE 0.000055
tsuo niGR 0.000055
tsuo FSQW 0.005128
tsuo jreo 0.008871
tsuo DAHt 0.017633
tsuo vHV8 0.000033
tsuo BVJq 0.000000
tsuo 7cp6 0.017113
tsuo 7T4O 0.006166
tsuo wZ5j 0.000170
tsuo 7ZwV 0.000596
tsuo XjeS 0.004137
tsuo Hn4f 0.000000
tsuo 8bsF 0.007695
tsuo 7cJe 0.001504
tsuo SV8e 0.000000
tsuo ebuE 0.000000
tsuo AekD 0.000000
tsuo 2iAw 0.064196
tsuo USmL 0.018475
tsuo kaLs 0.015521
tsuo ZoOx 0.000000
tsuo xZ5C 0.049106
tsuo VBny 0.032539
tsuo g1oh 0.000016
tsuo 0l47 0.008626
tsuo 4RZI 0.000000
tsuo WyyG 0.010685
tsuo gpd9 0.006150
tsuo YuNC 0.005465
tsuo yKF3 0.063535
tsuo l1ZO 0.001449
tsuo 4hbh 0.000007
tsuo SZ78 0.062579
tsuo pHSs 0.000000
tsuo 85Jt 0.048638
tsuo nc8O 0.005431
tsuo oP0f 0.027669
tsuo kuYh 0.000000
tsuo PYfZ 0.000017
tsuo UEd1 0.000000
tsuo DOnx 0.064418
tsuo ptvM 0.023427
m5KI 8neS 0.000020
m5KI tsuo 0.000028
m5KI m5KI 0.080760
m5KI GuBK 0.002233
m5KI g8sg 0.000024
m5KI on8x 0.000000
m5KI MVEE 0.049265
m5KI JKMa 0.047904
m5KI p574 0.000000
m5KI Fm4U 0.000003
m5KI JMI7 0.000000
m5KI BIi5 0.000000
m5KI YSRi 0.000070
m5KI ndZX 0.000005
m5KI 68px 0.008170
m5KI N6EB 0.033045
m5KI f9wg 0.002514
m5KI 3cGk 0.000297
m5KI dlUN 0.035060
m5KI qTbn 0.000001
m5KI uABm 0.027476
m5KI ak0G 0.025938
m5KI cCeG 0.000000
m5KI 0pIY 0.000719
m5KI r1mO 0.000387
m5KI O9qT 0.047987
m5KI vCVI 0.000025
m5KI CVdv 0.049445
m5KI ijGx 0.003184
m5KI ja7V 0.010199
m5KI 4XeH 0.000801
m5KI heSP 0.012877
m5KI b5v3 0.014412
m5KI dMfX 0.000000
m5KI itDx 0.028850
m5KI FSJq 0.000000
m5KI RcyH 0.000640
m5KI ZhWE 0.000000
m5KI niGR 0.000231
m5KI FSQW 0.000000
m5KI jreo 0.000000
m5KI DAHt 0.010265
m5KI vHV8 0.000113
m5KI BVJq 0.000269
m5KI 7cp6 0.026795
m5KI 7T4O 0.015110
m5KI wZ5j 0.000000
m5KI 7ZwV 0.020734
m5KI XjeS 0.049433
m5KI Hn4f 0.000000
m5KI 8bsF 0.042198
m5KI 7cJe 0.000018
m5KI SV8e 0.002840
m5KI ebuE 0.014234
m5KI AekD 0.000000
m5KI 2iAw 0.000161
m5KI USmL 0.028933
m5KI kaLs 0.048416
m5KI ZoOx 0.002316
m5KI xZ5C 0.049434
m5KI VBny 0.000000
m5KI g1oh 0.002645
m5KI 0l47 0.000000
m5KI 4RZI 0.000008
m5KI WyyG 0.000002
m5KI gpd9 0.000006
m5KI YuNC 0.000000
m5KI yKF3 0.049158
m5KI l1ZO 0.045268
m5KI 4hbh 0.000302
m5KI SZ78 0.017686
m5KI pHSs 0.024595
m5KI 85Jt 0.000000
m5KI nc8O 0.000000
m5KI oP0f 0.000000
m5KI kuYh 0.039263
m5KI PYfZ 0.010888
m5KI UEd1 0.004858
m5KI DOnx 0.006978
m5KI ptvM 0.004501
GuBK 8neS 0.000000
GuBK tsuo 0.000000
GuBK m5KI 0.000124
GuBK GuBK 0.042613
GuBK g8sg 0.000000
GuBK on8x 0.000944
GuBK MVEE 0.000023
GuBK JKMa 0.005733
GuBK p574 0.042416
GuBK Fm4U 0.000000
GuBK JMI7 0.040280
GuBK BIi5 0.042283
GuBK YSRi 0.007450
GuBK ndZX 0.000000
GuBK 68px 0.042369
GuBK N6EB 0.000000
GuBK f9wg 0.000080
GuBK 3cGk 0.000000
GuBK dlUN 0.003062
GuBK qTbn 0.042405
GuBK uABm 0.000000
GuBK ak0G 0.000120
GuBK cCeG 0.000160
GuBK 0pIY 0.020667
GuBK r1mO 0.001076
GuBK O9qT 0.004446
GuBK vCVI 0.000296
GuBK CVdv 0.040487
GuBK ijGx 0.039183
GuBK ja7V 0.000042
GuBK 4XeH 0.000000
GuBK heSP 0.000126
GuBK b5v3 0.000836
GuBK dMfX 0.000001
GuBK itDx 0.041821
GuBK FSJq 0.000000
GuBK RcyH 0.000005
GuBK ZhWE 0.000000
GuBK niGR 0.016404
GuBK FSQW 0.000000
GuBK jreo 0.000000
GuBK DAHt 0.042382
GuBK vHV8 0.000536
GuBK BVJq 0.000000
GuBK 7cp6 0.020442
GuBK 7T4O 0.042151
GuBK wZ5j 0.000001
GuBK 7ZwV 0.000000
GuBK XjeS 0.000071
