DDvs DDvs 0.094702
DDvs s1SV 0.004601
DDvs cV3t 0.000080
DDvs HZ2z 0.000000
DDvs 8RHy 0.000000
DDvs vFk7 0.001704
DDvs s1d0 0.000001
DDvs hFlx 0.000000
DDvs NLqZ 0.002031
DDvs cOSh 0.093943
DDvs BR4q 0.013845
DDvs DVvR 0.000089
DDvs ATWe 0.000180
DDvs KXyH 0.000055
DDvs VouE 0.086565
DDvs 2SCW 0.000001
DDvs Ymip 0.094685
DDvs 9RQC 0.000001
DDvs mu8J 0.053307
DDvs 1sVO 0.000000
DDvs lOqg 0.073322
DDvs j3PY 0.000002
DDvs Kgh4 0.000000
DDvs shIe 0.094687
DDvs LrXd 0.000000
DDvs Bgkv 0.000000
DDvs 26fi 0.064767
DDvs AVWL 0.010273
DDvs Tmcz 0.000000
DDvs VEes 0.000000
DDvs aPOE 0.000000
DDvs VbVw 0.000000
DDvs 3AJp 0.091197
DDvs PHNk 0.001053
DDvs ZYer 0.086396
DDvs eeVS 0.092107
DDvs C7zj 0.000029
DDvs exng 0.035417
DDvs Bik6 0.000061
DDvs 1pYH 0.004897
s1SV DDvs 0.000006
s1SV s1SV 0.139625
s1SV cV3t 0.127828
s1SV HZ2z 0.000165
s1SV 8RHy 0.045522
s1SV vFk7 0.009459
s1SV s1d0 0.000000
s1SV hFlx 0.009493
s1SV NLqZ 0.002271
s1SV cOSh 0.034361
s1SV BR4q 0.100716
s1SV DVvR 0.000089
s1SV ATWe 0.000000
s1SV KXyH 0.000015
s1SV VouE 0.000003
s1SV 2SCW 0.000000
s1SV Ymip 0.037383
s1SV 9RQC 0.000000
s1SV mu8J 0.001653
s1SV 1sVO 0.000000
s1SV lOqg 0.002382
s1SV j3PY 0.001748
s1SV Kgh4 0.000002
s1SV shIe 0.000000
s1SV LrXd 0.001456
s1SV Bgkv 0.000145
s1SV 26fi 0.138565
s1SV AVWL 0.012428
s1SV Tmcz 0.001227
s1SV VEes 0.110703
s1SV aPOE 0.010903
s1SV VbVw 0.105021
s1SV 3AJp 0.000000
s1SV PHNk 0.017373
s1SV ZYer 0.000000
s1SV eeVS 0.000000
s1SV C7zj 0.001992
s1SV exng 0.000171
s1SV Bik6 0.087295
s1SV 1pYH 0.000000
cV3t DDvs 0.001674
cV3t s1SV 0.000000
cV3t cV3t 0.150774
cV3t HZ2z 0.000000
cV3t 8RHy 0.000000
cV3t vFk7 0.001343
cV3t s1d0 0.000134
cV3t hFlx 0.000000
cV3t NLqZ 0.028154
cV3t cOSh 0.089532
cV3t BR4q 0.000002
cV3t DVvR 0.000000
cV3t ATWe 0.051047
cV3t KXyH 0.095012
cV3t VouE 0.000000
cV3t 2SCW 0.000001
